,0,1,2,3
293,4.1,Level 3,70:fd:46:c8:72:40,2019-12-09 15:40:48.84 UTC
294,4.1,Level 3,48:49:c7:a3:0e:80,2019-12-28 04:27:05.152 UTC
295,4.1,Level 3,48:49:c7:a3:0e:80,2019-12-28 04:27:05.153 UTC
296,4.1,Level 3,00:5b:94:20:d6:ee,2019-12-30 19:46:01.927 UTC
297,4.1,Level 3,7c:8b:b5:1f:0b:4f,2019-12-29 08:01:19.877 UTC
298,4.1,Level 3,20:32:6c:08:16:7c,2019-12-11 21:01:51.334 UTC
299,4.1,Level 3,48:51:69:00:2d:d8,2019-12-29 19:49:44.603 UTC
300,4.1,Level 3,d0:77:14:31:d7:11,2019-12-07 19:37:17.174 UTC
301,4.1,Level 3,88:b4:a6:8e:22:ae,2019-12-17 15:08:21.897 UTC
302,4.1,Level 3,8c:f1:12:ea:37:17,2019-12-27 20:10:03.113 UTC
303,4.1,Level 3,54:2b:8d:6b:17:da,2019-12-09 22:16:54.616 UTC
304,4.1,Level 3,b4:f1:da:ff:d9:c7,2019-12-16 10:51:49.943 UTC
305,4.1,Level 3,38:9a:f6:fa:4d:b1,2019-12-06 11:28:13.811 UTC
